class,heardLSAMP,partLSAMP,acadprep_bridge,acadprep_orit,acadprep_study,acadprep_tutoring,acadprep_supp,acadprep_adv,acadprep_workshop,LSAMPcenter,profdev_network,profdev_tour,profdev_visit,profdev_intern,profdev_workshop,rsch_funded,rsch_supported,rsch_self,grad_grad,grad_faculty,grad_bd,grad_workshop,leader_peer,leader_faculty,leader_grad,leader_tutor,leader_group,leader_cc,leader_advboard,leader_mentor,leader_other,transfer,trans_orit,trans_adv,trans_visit,graduating,plangrad,knowBD,applyBD,graddegree,cc_hours,cc_tutoring,cc_adv,cc_info,cc_visit,cc_campus,cc_univ,cc_program,cc_rsch,cc_mentoring,cc_industry,transplan,LSAMP_acad,LSAMP_peer,LSAMP_prof,LSAMP_faculty,LSAMP_rsch,LSAMP_grad,LSAMP_pathway,LSAMP_trans,LSAMP_belong,LSAMP_community,LSAMP_connect,LSAMP_STEM,LSAMP_abiity,AgriculturalScience,Architecture,BiologicalSciences,BusinessAndManagement,ComputerAndInformationSciences,Engineering,EngineeringTechnologies,Mathematics,NaturalResourcesAndConservation,PhysicalSciences/Astronomy/Chemistry/GeologicalAndEarthSciences,NonSTEMmajor,NoBachelor,belong_social,belong_field,belong_likeme,belong_acad,belong_help,belong_succeed,belong_complete,belong_grad,gender,transgender,sexualorit,hisp,Black/AfricanAmerican,AmericanIndian/AlaskaNative,NativeHawaiian/PacificIslander,White,Asian,OtherRace,PilotSurvey,q44_1,q44_2,q44_3,q44_4,q44_5,q44_6,q45_1,q45_2,q45_3,q45_4,q46_1,q46_2,q46_3,q46_4,q48_1,q48_2,q48_3,q48_4,q48_5,q49_1,q49_2,q49_3,q49_4,q49_5,multilang,languages,q53_1,q53_2,q53_3,q53_4,q53_5,q55_1,q55_2,q55_3,q55_4,q55_5,q55_6,q55_7,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q57_1,q57_2,q57_3,q57_4,q59_1,q59_2,q59_3,q59_4,q59_5,q59_6,q59_7,q60_1,q60_2,q60_3,q62_1,q62_2,q62_3,q62_4,q63_1,q63_2,q63_3,q63_4,q63_5,q63_6,q65_1,q65_2,q65_3,q65_4,q65_5,q65_6,q65_7,q66_1,q66_2,q66_3,q66_4,q66_5,q66_6,q66_7
3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2,2,2,1,2,2,1,3,2,2,1,1,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,1,5,1,2,1,1,,,,4,,,1,1,1,1,1,2,1,1,1,1,1,2,4,3,3,3,3,5,2,3,3,2,3,2,3,2,,,,,,,2,2,2,2,2,2,3,2,2,2,4,2,1,2,3,2,2,2,3,2,2,3,4,2,2,2,2,3,3,2,2,2,3,2,3,2,2,4,2,2,2,2,3,2,4,3,3,2,2,3,3,4
4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,2,4,2,2,2,2,3,1,2,3,1,,,,4,,,1,1,3,1,1,2,4,2,2,1,3,2,2,1,1,4,4,2,2,4,4,2,5,5,2,1,Spanish,2,1,4,1,4,1,2,2,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,4,5,4,3,2,2,5,5,5,2,5,4,1,5,4,5,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1,1,4
1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,1,2,1,1,1,1,3,2,2,1,1,,,,4,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,4,3,4,4,2,1,3,1,1,2,,,,,,,1,1,3,1,1,1,4,1,1,1,5,2,1,1,1,1,1,1,3,2,1,4,4,1,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,
3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,3,3,4,2,2,3,3,2,2,2,2,1,,,4,,Middle Eastern,1,3,3,4,2,2,2,1,1,2,1,4,4,2,2,2,3,3,3,4,3,2,2,2,2,2,,,,,,,2,2,2,2,2,2,4,2,1,4,4,4,2,3,2,4,3,,5,5,5,5,5,2,4,5,5,2,3,3,4,5,4,3,4,2,3,5,1,1,1,1,3,1,2,3,4,3,2,3,4,4
3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,0,1,,,,4,,,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,4,4,4,3,5,1,3,2,2,1,Spanish,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,2,1,2,2,2,2,3,2,3,2,1,2,2,2,2,1,3
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,3,1,3,3,3,2,1,2,2,2,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,2,2,2,2,2,2,4,1,2,3,2,,2,,4,,,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,2,4,2,2,2,2,2,2,2,,,,,,,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,3,2,2,2,2,2,3,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,2,2,3,2,2,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,2,3,4,2,2,5,5,5,1,2,4,1,,,,4,,,1,1,1,1,4,2,5,2,3,4,5,5,5,2,4,2,4,1,2,3,2,2,2,2,2,2,,,,,,,2,4,4,3,2,2,3,1,1,4,1,1,1,1,1,3,2,4,2,3,3,2,2,2,1,4,5,2,3,2,3,2,2,3,2,2,2,4,1,1,1,1,1,1,3,1,1,1,1,1,3,4
3,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,3,,,,,,,,,,,1,,1,,,1,,1,2,1,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,4,4,4,1,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,,,,2,,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,,,,,,,,,,,,,,,,,2,2,2,2,3,3,1,2,1,1,1,1,1,,,,,5,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,2,1,,,4,,,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,2,3,3,1,2,2,2,1,2,2,,,,,,,2,1,1,2,1,1,1,1,1,2,3,2,1,1,1,3,2,2,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,,2,2,4,4,4,3,1,2,1,2,1,1,,,,4,,,1,1,1,1,1,2,3,1,1,4,4,3,3,2,1,4,4,4,4,4,2,2,5,3,2,1,spanish,2,2,4,5,5,4,3,4,1,3,2,3,2,2,2,1,1,1,1,4,4,2,5,2,2,2,5,5,4,2,5,5,5,2,3,2,2,4,4,4,3,1,1,1,1,1,1,1,1,1,5,4,1,1,1,4,4
2,1,1,4,4,4,4,4,4,2,2,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,6,2,2,2,6,6,6,6,2,6,6,6,6,,,3,,,6,,,,,,,3,3,2,3,2,3,4,2,1,2,1,2,1,,,,,,1,4,4,2,2,2,2,3,3,2,2,3,3,2,2,4,4,3,4,4,5,4,2,3,3,2,,,,,,,3,2,3,3,2,2,4,2,2,3,4,2,2,2,2,2,2,4,2,2,2,4,4,2,4,2,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,3,2,2,3,2,2,2,3,2
3,1,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,1,2,3,3,3,3,3,3,3,2,3,1,1,,,,,,,,,9,,,,3,2,2,2,2,2,2,2,3,1,4,1,,,,4,,,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,2,3,3,4,2,5,4,5,1,Spanish,2,1,4,1,4,2,4,4,3,2,1,5,1,1,1,3,1,1,1,3,2,2,4,3,3,3,3,3,2,4,4,4,4,2,3,3,3,1,1,4,4,2,3,1,1,1,1,3,1,1,3,3,2,1,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,4,4,4,,1,1,1,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,2,2,6,2,2,2,2,6,1,2,6,2,2,,,3,,,6,,,,,,,2,1,1,2,2,2,2,3,1,2,1,2,,,3,4,,,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,3,4,4,4,3,2,3,4,3,3,2,,,,,,,1,1,2,1,1,1,3,1,1,1,4,2,1,3,2,1,1,1,3,2,2,4,2,2,2,4,4,4,2,2,2,2,2,3,3,1,2,4,1,1,1,1,3,1,2,2,2,2,2,2,3,4
3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2,2,2,2,2,2,2,3,2,2,1,1,,,,,,,1,2,2,3,2,2,1,1,1,2,2,3,3,1,1,1,5,1,3,3,1,1,3,1,1,1,Japanese,3,2,3,5,2,1,5,4,1,3,2,4,1,2,3,4,3,1,1,2,4,2,3,2,2,2,4,4,2,3,3,5,2,2,3,3,2,1,1,4,4,3,4,3,3,3,3,3,3,3,5,5,3,3,3,3,3
1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,1,1,2,1,2,1,3,1,2,3,2,,,3,4,5,,1,2,1,2,1,2,1,2,1,3,2,2,4,1,1,1,2,5,4,3,3,4,1,1,1,2,,,,,,,2,2,4,3,2,2,5,2,1,3,5,5,2,2,2,2,3,1,2,3,1,2,4,1,1,1,5,1,2,2,2,2,3,4,2,2,2,5,1,1,1,1,1,1,1,3,2,1,1,1,1,1
3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,3,2,4,3,2,2,2,2,1,2,3,1,,2,,4,,,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,4,2,4,4,2,1,3,2,2,1,Spanish,2,3,2,1,3,2,2,3,2,2,2,3,3,2,2,4,3,1,3,1,4,2,1,2,2,2,2,3,1,1,2,2,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,4,2
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,1,2,2,2,2,2,4,1,2,3,1,,,,4,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,3,3,2,2,2,2,2,2,1,Spanish,2,2,2,4,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1
3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,1,2,1,2,1,1,1,1,2,1,1,,,,4,,,1,1,1,1,1,1,1,1,1,1,3,4,4,3,2,4,4,2,4,2,3,1,3,1,2,2,,,,,,,1,1,2,2,2,2,3,1,1,1,4,4,1,1,2,1,1,4,3,3,3,4,5,2,2,4,5,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,3,2,1,3,2,1,1,1,3,2
3,2,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,4,2,,,,,,,,,,,,,,,,,6,3,3,6,6,6,3,6,4,6,3,3,6,,,,,,6,,,,,,,4,3,3,3,1,3,2,5,2,2,1,1,,,,,,Mexican ,1,2,2,2,2,3,3,2,2,2,5,5,5,5,5,3,5,3,3,2,4,3,2,2,3,1,Spanish and beginning Japanese ,2,2,2,4,3,3,3,4,4,4,5,4,2,3,4,2,2,4,3,4,5,4,5,3,4,5,4,5,4,5,5,3,5,2,3,3,3,3,3,3,3,3,3,4,3,5,5,5,5,5,5,4,3,3,5,5,3
2,2,1,4,4,4,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,2,2,,,3,,,,,,,,,,3,2,3,2,2,3,2,2,1,2,1,1,,,,4,,,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,3,3,2,2,2,1,,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,4,2,2,2,2,2,2,3,2,4,3,2,2,2,2,3,2,2,3,4,5,2,2,3,2,3,2,2,3,2,2,2,2,3,2
4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,3,3,2,1,1,1,4,2,2,1,1,,,,,,Brown ,1,1,1,1,1,1,3,1,1,1,1,3,3,1,3,1,4,4,4,2,3,2,1,1,1,1,Spanish ,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,3,4,1,4,1,1,3,2
2,1,1,4,2,4,4,4,4,1,2,2,3,4,4,4,1,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,2,1,2,3,2,2,1,4,2,2,1,1,,,,4,,,1,1,2,3,3,2,1,2,2,3,3,3,3,2,3,4,3,4,3,2,2,2,2,2,2,2,,,,,,,2,4,3,3,2,3,3,2,3,3,4,3,2,2,2,2,1,4,4,4,4,3,5,3,3,2,4,3,2,3,3,3,1,1,2,2,2,4,1,1,1,1,3,2,2,3,2,3,2,3,3,3
1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,2,2,3,2,2,2,3,1,2,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,2,3,3,2,6,6,6,6,6,6,2,6,6,,,,,,6,,,,,,,5,4,5,4,2,4,3,5,2,2,1,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,5,3,4,5,4,5,5,1,2,2,1,2,,2,,4,,,1,3,4,2,1,3,1,1,1,2,3,5,5,2,1,5,5,2,3,2,3,2,2,1,2,2,,,,,,,3,3,3,3,2,4,5,2,2,5,4,3,2,2,5,3,3,5,4,4,3,3,5,4,5,5,5,5,5,5,1,5,3,4,2,1,2,3,3,2,3,3,3,1,3,2,1,5,3,3,3,3
3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,3,3,3,2,1,2,2,4,2,2,1,1,,,,,,,1,1,1,1,2,1,1,1,1,3,4,3,3,2,2,2,4,2,4,3,2,1,3,2,4,1,Spanish ,1,1,2,1,1,1,3,2,3,2,4,2,1,2,3,4,1,1,1,1,4,2,1,1,3,2,2,2,2,1,3,4,1,1,1,1,2,2,2,3,3,1,2,3,1,1,1,2,2,2,3,2,2,1,1,3,1
1,1,1,4,4,2,1,4,2,1,1,4,4,4,4,4,4,4,4,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,3,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,1,1,,,,4,,,1,1,1,2,2,1,1,2,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,5,5,1,Spanish,2,2,2,5,5,2,3,4,4,4,5,5,1,3,4,2,2,2,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3,4,4,2,2,3,2,2,2,2,4,2,2,3,3,2,2,2,3,2
1,1,1,1,4,4,4,1,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,2,2,4,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,9,,,,3,3,3,3,3,3,3,3,2,2,8,2,,,,,,I don’t considereD myself to have a race... I,1,3,3,1,1,1,1,5,3,3,5,5,5,5,5,2,1,5,5,3,4,3,1,1,3,1,Spanish ,3,5,1,5,5,3,1,1,3,1,4,4,2,2,5,2,1,1,2,2,4,1,4,3,3,3,3,3,3,5,5,5,5,3,3,4,3,2,2,1,2,3,3,1,2,3,1,3,2,3,3,2,2,1,1,3,3
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,1,1,,,,4,,,1,1,1,2,2,1,2,2,2,2,4,3,3,3,2,3,4,2,4,2,3,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,1,4,4,4,4,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,3,5,3,2,2,2,3,3,1,2,2,1,,,,4,5,,1,1,1,1,5,1,1,1,1,1,3,1,3,1,1,1,3,1,4,1,1,1,1,1,1,2,,,,,,,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,4,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,3,1,3,1,4
4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,4,4,5,5,4,3,4,1,2,5,1,,,,4,,,1,4,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,1,Chinese,3,4,1,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,5,5,5,5,5,4,2,3,1,1,4,1,2,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2
3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,3,4,2,2,2,2,2,2,2,1,2,1,,,,,,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,2,1,Amharic (Ethiopian) ,4,2,4,4,3,1,3,3,3,2,1,2,1,1,2,3,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,2,2,1,1,1,1,3,1,3,2,2,2,2,1,2,3
1,2,1,1,1,4,4,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,2,2,,,,1,4,4,4,4,4,,,,,,,,1,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,2,1,3,3,2,3,2,6,2,1,2,1,2,,,,,,,,,,10,,,2,1,1,2,2,2,1,3,1,2,7,2,,,,,,,1,2,2,3,1,2,1,1,1,2,3,3,3,3,2,3,4,4,4,2,2,2,3,2,2,2,,,,,,,2,3,3,3,2,2,4,1,1,4,4,2,1,2,2,2,2,2,2,3,2,3,4,1,1,1,2,1,2,3,4,2,2,3,3,3,2,4,1,1,1,1,3,1,2,3,3,1,2,2,3,2
